symbol	chr	ucsc_chr	loc_start	fullname	GO
Mpzl1	1	chr1	167523783	myelin protein zero-like 1 isoform b	GO:0016021,GO:0016020,GO:0016020
Mpzl2	9	chr9	44850819	myelin protein zero-like 2	GO:0007155,GO:0016021,GO:0016020,GO:0016020,GO:0005515
Mpzl3	9	chr9	44863325	myelin protein zero-like 3 isoform 2	GO:0007155,GO:0016021,GO:0016020,GO:0016020,GO:0005515,GO:0030198,GO:0042633
Mr1	1	chr1	156984557	histocompatibility-2 complex class 1-like	GO:0002474,GO:0042612,GO:0042612,GO:0006955,GO:0006955,GO:0019882,GO:0005783,GO:0016021,GO:0016020,GO:0016020
Mrap	16	chr16	90738808	melanocortin 2 receptor accessory protein	GO:0005737,GO:0016021,GO:0016020,GO:0005783,GO:0005886,GO:0050873,GO:0003674
Mras	9	chr9	99288823	muscle and microspikes RAS	GO:0016020,GO:0005886,GO:0005622,GO:0005525,GO:0005525,GO:0000166,GO:0007264
Mrc1	2	chr2	14151139	mannose receptor, C type 1	GO:0006897,GO:0016021,GO:0016020,GO:0005529,GO:0005529,GO:0004872,GO:0005509,GO:0005488,GO:0004888,GO:0005537,GO:0009986
Mrc2	11	chr11	105154100	mannose receptor, C type 2	GO:0016021,GO:0016020,GO:0004872,GO:0005509,GO:0005488,GO:0005529,GO:0005518,GO:0006897,GO:0009986
Mrcl	8	chr8	113588237	mannose receptor-like	NA
Mre11a	9	chr9	14589952	meiotic recombination 11 homolog A	GO:0007126,GO:0006281,GO:0004527,GO:0004527,GO:0006974,GO:0006302,GO:0006259,GO:0034984,GO:0016787,GO:0016787,GO:0004518,GO:0004519,GO:0004519,GO:0030145,GO:0030145,GO:0005634,GO:0005634
Mreg	1	chr1	72207458	melanoregulin	GO:0042640,GO:0048066,GO:0043473,GO:0043473,GO:0043473,GO:0030318,GO:0030318
Mrfap1	5	chr5	37187454	Morf4 family associated protein 1	GO:0005737,GO:0005634,GO:0008150,GO:0005575,GO:0005515
Mrg1	2	chr2	115689962	homeobox protein Meis2	NA
Mrg2	7	chr7	16760904	myeloid ecotropic viral integration site-related	NA
Mrgpra1	7	chr7	54590303	MAS-related GPR, member A1	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165,GO:0008188
Mrgpra2	7	chr7	54719356	MAS-related GPR, member A2	NA
Mrgpra3	7	chr7	54844556	MAS-related GPR, member A3	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165
Mrgpra4	7	chr7	55236279	MAS-related GPR, member A4	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007165,GO:0008188,GO:0007186,GO:0007186
Mrgpra6	7	chr7	54441317	MAS-related GPR, member A6	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165
Mrgprb1	7	chr7	55702479	MAS-related GPR, member B1	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0007186,GO:0007186,GO:0007165
Mrgprb2	7	chr7	55807328	MAS-related GPR, member B2	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0007186,GO:0007186,GO:0007165
Mrgprb3	7	chr7	55898232	MAS-related GPR, member B3	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0007186,GO:0007186,GO:0007165
Mrgprb4	7	chr7	55453582	MAS-related GPR, member B4	GO:0016021,GO:0016021,GO:0016020,GO:0004871,GO:0004930,GO:0004872,GO:0007186,GO:0007186,GO:0007165
Mrgprb5	7	chr7	55423386	MAS-related GPR, member B5	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0007186,GO:0007186,GO:0007165
Mrgprb8	7	chr7	55643952	MAS-related GPR, member B8	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0007186,GO:0007186,GO:0007165
Mrgprd	7	chr7	152507298	MAS-related GPR, member D	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165
Mrgpre	7	chr7	150966736	G protein-coupled receptor MrgE	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165
Mrgprf	7	chr7	152489785	G protein-coupled receptor MrgF	GO:0004930,GO:0004872,GO:0004871,GO:0007186,GO:0007186,GO:0007165,GO:0016021,GO:0016021,GO:0016020,GO:0005886
Mrgprg	7	chr7	150950408	MAS-related GPR, member G	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165
Mrgprh	17	chr17	13069740	MAS-related GPR, member H	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165
Mrgprx1	7	chr7	55276398	MAS-related GPR, member X1	GO:0004930,GO:0004872,GO:0007186,GO:0007186,GO:0007165,GO:0016021,GO:0016021,GO:0016020,GO:0004871,GO:0005886
Mrgprx2	7	chr7	55737379	MAS-related GPR, member X2	GO:0004930,GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004871,GO:0005886,GO:0007186,GO:0007186,GO:0007165
Mrm1	11	chr11	84627933	mitochondrial rRNA methyltransferase 1 homolog	GO:0008168,GO:0008168,GO:0016740,GO:0005739,GO:0008173,GO:0003723,GO:0006396
Mrmt1	7	chr7	52237107	Mus musculus protein arginine N-methyltransferase 1 (Mrmt1) mRNA, complete cds, alternatively spliced.	NA
Mro	18	chr18	74029611	maestro	GO:0008150,GO:0005634,GO:0005730,GO:0003674
Mrp63	14	chr14	58445353	mitochondrial ribosomal protein 63	GO:0006412,GO:0005840,GO:0005739,GO:0030529,GO:0005761,GO:0003735
Mrpl1	5	chr5	96639181	mitochondrial ribosomal protein L1 isoform 1	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0005762,GO:0003735,GO:0006412,GO:0015934,GO:0005622,GO:0003723,GO:0006396
Mrpl10	11	chr11	96902914	mitochondrial ribosomal protein L10	GO:0005840,GO:0005739,GO:0030529,GO:0042254,GO:0005762,GO:0003735
Mrpl11	19	chr19	4962392	mitochondrial ribosomal protein L11	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0005762,GO:0003723,GO:0006412
Mrpl12	11	chr11	120346005	mitochondrial ribosomal protein L12	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0005622,GO:0005761,GO:0003735,GO:0006412
Mrpl13	15	chr15	55365870	mitochondrial ribosomal protein L13	GO:0005762,GO:0005840,GO:0005840,GO:0006412,GO:0005739,GO:0030529,GO:0003735,GO:0005622
Mrpl14	17	chr17	45832450	mitochondrial ribosomal protein L14	GO:0005840,GO:0005840,GO:0030529,GO:0005739,GO:0005739,GO:0003735,GO:0005622,GO:0006412
Mrpl15	1	chr1	4764532	mitochondrial ribosomal protein L15	GO:0005840,GO:0005840,GO:0015934,GO:0005739,GO:0005739,GO:0005762,GO:0003735,GO:0006412,GO:0000002,GO:0030529,GO:0005622
Mrpl16	19	chr19	11844959	mitochondrial ribosomal protein L16	GO:0005840,GO:0005840,GO:0005762,GO:0003735,GO:0006412,GO:0005739,GO:0030529,GO:0019843
Mrpl17	7	chr7	112958370	mitochondrial ribosomal protein L17	GO:0005743,GO:0005762,GO:0003735,GO:0006412,GO:0000002,GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0005622
Mrpl18	17	chr17	13104543	mitochondrial ribosomal protein L18	GO:0005840,GO:0005739,GO:0030529
Mrpl19	6	chr6	81911934	mitochondrial ribosomal protein L19	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0005622,GO:0005761,GO:0003735,GO:0006412
Mrpl2	17	chr17	46783251	mitochondrial ribosomal protein L2	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0005622,GO:0005762,GO:0003735,GO:0006412
Mrpl20	4	chr4	155177764	mitochondrial ribosomal protein L20	GO:0005762,GO:0003735,GO:0006412,GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0019843,GO:0005622
Mrpl21	19	chr19	3283071	mitochondrial ribosomal protein L21	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0003723,GO:0006412,GO:0005622
Mrpl22	11	chr11	57985187	mitochondrial ribosomal protein L22	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0005622,GO:0015934,GO:0006412
Mrpl23	7	chr7	149719082	mitochondrial ribosomal protein L23	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0000166,GO:0005622,GO:0005762,GO:0003723,GO:0006412
Mrpl24	3	chr3	87725787	mitochondrial ribosomal protein L24	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0006412,GO:0005739
Mrpl27	11	chr11	94515115	mitochondrial ribosomal protein L27	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0005739,GO:0005739,GO:0005762,GO:0003674,GO:0006412
Mrpl28	17	chr17	26260506	mitochondrial ribosomal protein L28	GO:0005840,GO:0005739,GO:0030529
Mrpl3	9	chr9	104955750	mitochondrial ribosomal protein L3	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0005739,GO:0005739,GO:0003674,GO:0005762,GO:0006412
Mrpl30	1	chr1	37950809	mitochondrial ribosomal protein L30	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0005761,GO:0003735,GO:0005622,GO:0006412
Mrpl32	13	chr13	14702752	mitochondrial ribosomal protein L32	GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0015934,GO:0005762,GO:0003674,GO:0006412
Mrpl33	5	chr5	31916373	mitochondrial ribosomal protein L33	GO:0005622,GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0006412,GO:0005739,GO:0005739
Mrpl34	8	chr8	73988901	mitochondrial ribosomal protein L34	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0005739,GO:0005739,GO:0005762,GO:0003674,GO:0006412
Mrpl35	6	chr6	71766092	mitochondrial ribosomal protein L35	GO:0030529,GO:0005840,GO:0005739
Mrpl36	13	chr13	73468820	mitochondrial ribosomal protein L36	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0005762,GO:0003674,GO:0006412,GO:0003735,GO:0005622
Mrpl37	4	chr4	106728631	mitochondrial ribosomal protein L37	GO:0005840,GO:0005739,GO:0030529,GO:0005761
Mrpl38	11	chr11	115993307	mitochondrial ribosomal protein L38	GO:0005840,GO:0005739,GO:0030529,GO:0005761
Mrpl39	16	chr16	84718578	mitochondrial ribosomal protein L39	GO:0005739,GO:0005739,GO:0005840,GO:0030529,GO:0005762,GO:0003735,GO:0006412,GO:0000002
Mrpl4	9	chr9	20807384	mitochondrial ribosomal protein L4	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0005622,GO:0006412
Mrpl40	16	chr16	18872430	mitochondrial ribosomal protein L40	GO:0005840,GO:0005739,GO:0030529,GO:0008150,GO:0003674
Mrpl41	2	chr2	24829770	mitochondrial ribosomal protein L41	GO:0007049,GO:0006915,GO:0005840,GO:0005739,GO:0030529
Mrpl43	19	chr19	45080188	mitochondrial ribosomal protein L43	GO:0005840,GO:0005739,GO:0030529,GO:0005762,GO:0003674,GO:0006412
Mrpl44	1	chr1	79772707	mitochondrial ribosomal protein L44	GO:0005575,GO:0016787,GO:0003674,GO:0005840,GO:0004518,GO:0004519,GO:0005739,GO:0030529,GO:0003723,GO:0003723,GO:0004525,GO:0003725,GO:0005622,GO:0006396,GO:0008150
Mrpl45	11	chr11	97177187	mitochondrial ribosomal protein L45	GO:0005840,GO:0005739,GO:0030529,GO:0006886,GO:0015450,GO:0005744
Mrpl46	7	chr7	85920342	mitochondrial ribosomal protein L46	GO:0005840,GO:0005739,GO:0030529
Mrpl47	3	chr3	32626515	mitochondrial ribosomal protein L47	GO:0005739
Mrpl48	7	chr7	107697821	mitochondrial ribosomal protein L48	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0005622,GO:0006412
Mrpl49	19	chr19	6054835	mitochondrial ribosomal protein L49	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0006412,GO:0005739,GO:0005739
Mrpl50	4	chr4	49527061	mitochondrial ribosomal protein L50	GO:0005840,GO:0030529,GO:0005739,GO:0005739
Mrpl51	6	chr6	125142372	mitochondrial ribosomal protein L51	GO:0005840,GO:0005739,GO:0030529,GO:0005761,GO:0003735,GO:0006412
Mrpl52	14	chr14	55045769	mitochondrial ribosomal protein L52	GO:0005840,GO:0005739,GO:0030529,GO:0008150,GO:0003674,GO:0005575
Mrpl53	6	chr6	83059105	mitochondrial ribosomal protein L53	GO:0005840,GO:0005739,GO:0030529
Mrpl54	10	chr10	80727609	mitochondrial ribosomal protein L54	GO:0005840,GO:0005739,GO:0030529,GO:0005575,GO:0003674,GO:0008150
Mrpl55	11	chr11	59017734	mitochondrial ribosomal protein L55	GO:0005840,GO:0030529,GO:0005739,GO:0008150,GO:0003674,GO:0005575
Mrpl9	3	chr3	94247272	mitochondrial ribosomal protein L9	GO:0005840,GO:0005840,GO:0005739,GO:0005739,GO:0030529,GO:0003735,GO:0005622,GO:0006412
Mrpplf4	13	chr13	13275286	14 days pregnant adult female placenta cDNA, RIKEN full-length enriched library, clone:I530003B08 product:mitogen reglated protein, proliferin 4, full insert sequence.	NA
Mrps10	17	chr17	47509531	mitochondrial ribosomal protein S10	GO:0005763,GO:0003735,GO:0005739
Mrps11	7	chr7	85928244	mitochondrial ribosomal protein S11	GO:0005739,GO:0005739,GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0006412
Mrps12	7	chr7	29524887	mitochondrial ribosomal protein S12	GO:0005739,GO:0005739,GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0006412,GO:0005622,GO:0015935
Mrps14	1	chr1	162125397	mitochondrial ribosomal protein S14	GO:0005840,GO:0005840,GO:0005739,GO:0005739,GO:0030529,GO:0005763,GO:0003735,GO:0005622,GO:0006412
Mrps15	4	chr4	125724313	mitochondrial ribosomal protein S15	GO:0005739,GO:0005739,GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0006412
Mrps16	14	chr14	21210548	mitochondrial ribosomal protein S16	GO:0005739,GO:0005739,GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0006412
Mrps17	5	chr5	130222618	mitochondrial ribosomal protein S17	GO:0005840,GO:0005840,GO:0030529,GO:0005739,GO:0005739,GO:0003723,GO:0019843,GO:0006810,GO:0016020,GO:0003735,GO:0005488,GO:0006412,GO:0055085,GO:0005622
Mrps18a	17	chr17	46247966	mitochondrial ribosomal protein S18A	GO:0005840,GO:0005840,GO:0005739,GO:0003735,GO:0006412,GO:0030529,GO:0005622
Mrps18b	17	chr17	36047611	mitochondrial ribosomal protein S18B	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0006412,GO:0005739
Mrps18c	5	chr5	101227788	mitochondrial ribosomal protein S18C	GO:0005840,GO:0005840,GO:0030529,GO:0005739,GO:0003735,GO:0005622,GO:0006412
Mrps2	2	chr2	28324946	mitochondrial ribosomal protein S2	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0006412,GO:0005622,GO:0005739,GO:0005739,GO:0015935
Mrps21	3	chr3	95666674	mitochondrial ribosomal protein S21	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0005622,GO:0006412,GO:0005739,GO:0005739,GO:0005743
Mrps22	9	chr9	98489249	ribosomal protein, mitochondrial, S22	GO:0005739,GO:0005739,GO:0005840,GO:0030529,GO:0005763,GO:0003735
Mrps23	11	chr11	88017943	mitochondrial ribosomal protein S23	GO:0005840,GO:0005739,GO:0030529,GO:0005763,GO:0003735
Mrps24	11	chr11	5604451	mitochondrial ribosomal protein S24	GO:0003735,GO:0005840,GO:0030529,GO:0005739,GO:0005763
Mrps25	6	chr6	92125015	mitochondrial ribosomal protein S25	GO:0005840,GO:0030529,GO:0005739,GO:0005739,GO:0003735,GO:0005763
Mrps26	2	chr2	130389514	mitochondrial ribosomal protein S26	GO:0005739
Mrps27	13	chr13	100114757	mitochondrial ribosomal protein S27	GO:0005840,GO:0005739,GO:0030529
Mrps28	3	chr3	8802245	mitochondrial ribosomal protein S28	GO:0005840,GO:0005739,GO:0030529
Mrps30	13	chr13	119169159	mitochondrial ribosomal protein S30	GO:0008150,GO:0003735,GO:0006412,GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003674,GO:0005575
Mrps31	8	chr8	23521937	mitochondrial ribosomal protein S31	GO:0005840,GO:0030529,GO:0005739,GO:0005739,GO:0005739
Mrps33	6	chr6	39752437	mitochondrial ribosomal protein S33 isoform 1	GO:0005840,GO:0005739,GO:0030529,GO:0003674,GO:0008150,GO:0005575
Mrps34	17	chr17	25032112	mitochondrial ribosomal protein S34	GO:0005840,GO:0005739,GO:0030529,GO:0005575,GO:0003674,GO:0008150
Mrps35	6	chr6	146991316	mitochondrial ribosomal protein S35	GO:0030529,GO:0005840,GO:0005739
Mrps36	13	chr13	101506210	mitochondrial ribosomal protein S36	GO:0005840,GO:0030529,GO:0005739,GO:0005739
Mrps5	2	chr2	127413163	mitochondrial ribosomal protein S5	GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0003723,GO:0005622,GO:0006412,GO:0005739,GO:0005739
Mrps6	16	chr16	92058680	mitochondrial ribosomal protein S6	GO:0005739,GO:0005739,GO:0005840,GO:0005840,GO:0030529,GO:0003735,GO:0019843,GO:0006412
Mrps7	11	chr11	115465474	mitchondrial ribosomal protein S7	GO:0005763,GO:0003735,GO:0006412,GO:0005840,GO:0005840,GO:0005739,GO:0005739,GO:0030529,GO:0005622
Mrps9	1	chr1	42908136	mitochondrial ribosomal protein S9	GO:0005840,GO:0005840,GO:0005739,GO:0030529,GO:0003735,GO:0005622,GO:0006412
Mrrf	2	chr2	35996993	mitochondrial ribosome recycling factor	GO:0006412,GO:0006412,GO:0005739
Mrs2l	13	chr13	25084946	MRS2-like, magnesium homeostasis factor	NA
Mrto4	4	chr4	138903570	muscle protein684	GO:0005634,GO:0042254,GO:0042254,GO:0005622
Mrvi1	7	chr7	118014872	MRV integration site 1 isoform b	GO:0005737,GO:0016021,GO:0016020,GO:0016529
Ms4a1	19	chr19	11330891	membrane-spanning 4-domains, subfamily A, member	GO:0016021,GO:0016021,GO:0016020,GO:0042113,GO:0004872,GO:0007165
Ms4a10	19	chr19	11037447	membrane-spanning 4-domains, subfamily A, member	GO:0004872,GO:0004872,GO:0007165,GO:0016021,GO:0016021,GO:0016020,GO:0005515
Ms4a13	19	chr19	11244426	membrane-spanning 4-domains, subfamily A, member	NA
Ms4a2	19	chr19	11691962	membrane-spanning 4-domains, subfamily A, member	GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004872,GO:0032998,GO:0019863,GO:0009897,GO:0005887,GO:0007165,GO:0007166,GO:0045121,GO:0009897
Ms4a3	19	chr19	11704147	membrane-spanning 4-domains, subfamily A, member	GO:0016020,GO:0004872,GO:0004872,GO:0007165,GO:0008150,GO:0003674,GO:0016021
Ms4a4b	19	chr19	11524408	membrane-spanning 4-domains, subfamily A, member	GO:0005887
Ms4a4c	19	chr19	11489306	membrane-spanning 4-domains, subfamily A, member	NA
Ms4a4d	19	chr19	11622993	membrane-spanning 4-domains, subfamily A, member	NA
Ms4a5	19	chr19	11348686	membrane-spanning 4-domains, subfamily A, member	GO:0016021
Ms4a6b	19	chr19	11594828	membrane-spanning 4-domains, subfamily A, member	GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004872,GO:0007165
Ms4a6c	19	chr19	11545594	membrane-spanning 4-domains, subfamily A, member	GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004872,GO:0007165
Ms4a6d	19	chr19	11661575	MS4A6D protein	GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004872,GO:0007165
Ms4a7	19	chr19	11396006	membrane-spanning 4-domains, subfamily A, member	NA
Ms4a8a	19	chr19	11142162	membrane-spanning 4-domains, subfamily A, member	GO:0016021,GO:0016021,GO:0016020,GO:0004872,GO:0004872,GO:0007165
Msc	1	chr1	14744319	musculin	GO:0006350,GO:0005634,GO:0005634,GO:0045449,GO:0045449,GO:0003677,GO:0030528
Msgn1	12	chr12	11215187	mesogenin 1	GO:0005634,GO:0005634,GO:0030154,GO:0006350,GO:0007379,GO:0001756,GO:0003677,GO:0045449,GO:0045449,GO:0007275,GO:0030528
Msh2	17	chr17	88071935	mutS homolog 2	GO:0000166,GO:0007049,GO:0005634,GO:0005524,GO:0005524,GO:0003677,GO:0003684,GO:0003684,GO:0006298,GO:0008340,GO:0007050,GO:0006281,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0007281,GO:0008584,GO:0006302,GO:0006119,GO:0019237,GO:0030183,GO:0005634,GO:0005634,GO:0006915,GO:0006915,GO:0006915,GO:0006974,GO:0006974,GO:0006974,GO:0006974,GO:0016887,GO:0006298,GO:0045190,GO:0045190,GO:0016446,GO:0019724,GO:0019724,GO:0043066,GO:0006301,GO:0045910,GO:0045910,GO:0010165,GO:0043524,GO:0016447,GO:0016447,GO:0016447,GO:0031573,GO:0016447,GO:0016447,GO:0016446,GO:0010224,GO:0001701,GO:0030983,GO:0001701,GO:0016446,GO:0016446,GO:0016446,GO:0030983,GO:0016446,GO:0032302,GO:0032137,GO:0032301,GO:0032137,GO:0002204
Msh3	13	chr13	92982389	mutS homolog 3	GO:0016446,GO:0006298,GO:0006298,GO:0016447,GO:0006974,GO:0006281,GO:0005524,GO:0005524,GO:0000166,GO:0030983,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0003677,GO:0003684,GO:0019237
Msh4	3	chr3	153520406	mutS homolog 4	GO:0003677,GO:0005524,GO:0005524,GO:0000166,GO:0007292,GO:0007283,GO:0007126,GO:0007126,GO:0006298,GO:0030983,GO:0001541,GO:0007129,GO:0007129,GO:0000793,GO:0000795,GO:0000795,GO:0000795,GO:0000794,GO:0005634
Msh5	17	chr17	35165685	mutS homolog 5	GO:0007126,GO:0003677,GO:0005524,GO:0005524,GO:0000166,GO:0006298,GO:0030983,GO:0007292,GO:0007127,GO:0007129,GO:0007129,GO:0000795
Msh6	17	chr17	88374488	mutS homolog 6	GO:0030983,GO:0008629,GO:0045910,GO:0016446,GO:0016446,GO:0016446,GO:0016447,GO:0032137,GO:0032301,GO:0008630,GO:0045190,GO:0000790,GO:0032137,GO:0006974,GO:0006281,GO:0005524,GO:0005524,GO:0000166,GO:0003677,GO:0003677,GO:0003684,GO:0003684,GO:0008340,GO:0008340,GO:0006298,GO:0009411,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0006298,GO:0003682
Msi1	5	chr5	115879756	Musashi homolog 1	GO:0003723,GO:0003676,GO:0000166,GO:0005737,GO:0005737,GO:0005634,GO:0005844,GO:0003727,GO:0008266
Msi2	11	chr11	88573739	Musashi homolog 2	GO:0003723,GO:0005737,GO:0005844,GO:0003676,GO:0000166,GO:0003727,GO:0008266,GO:0008150,GO:0048864
Msi2h	11	chr11	88548781	Musashi homolog 2 (Drosophila).	NA
Msl2l1	9	chr9	101002980	Msl2l1 protein (Fragment).	NA
Msl31	X	chrX	165096547	male-specific lethal-3 homolog 1	NA
Msln	17	chr17	25885686	mesothelin	GO:0005794,GO:0016020,GO:0005576,GO:0005515,GO:0005886,GO:0007155,GO:0031225
Msmb	14	chr14	32955257	beta-microseminoprotein	GO:0005576
Msn	X	chrX	93291570	moesin	GO:0005737,GO:0005737,GO:0005856,GO:0005856,GO:0042995,GO:0016020,GO:0005886,GO:0008092,GO:0005488,GO:0019898,GO:0016324,GO:0016323,GO:0001931,GO:0045177
Msr1	8	chr8	40691325	macrophage scavenger receptor 1	GO:0034362,GO:0016020,GO:0016020,GO:0006897,GO:0004872,GO:0016021,GO:0005044,GO:0006898,GO:0010886,GO:0030169,GO:0010744,GO:0030301,GO:0005515,GO:0034381,GO:0042953
Msr2	3	chr3	87060539	macrophage scavenger receptor 2	NA
Msra	14	chr14	64742025	methionine sulfoxide reductase A	GO:0055114,GO:0055114,GO:0016491,GO:0005575,GO:0008113,GO:0019538,GO:0016671,GO:0005739
Msrb2	2	chr2	19293309	methionine sulfoxide reductase B2	GO:0005739,GO:0005739,GO:0030091,GO:0000318
Msrb3	10	chr10	120221123	methionine-R-sulfoxide reductase B3	GO:0055114,GO:0055114,GO:0046872,GO:0030091,GO:0016491,GO:0008113,GO:0005739,GO:0005739,GO:0008270,GO:0005783,GO:0000318
Mst1	9	chr9	107982809	macrophage stimulating 1 (hepatocyte growth	GO:0005576,GO:0004252,GO:0007596,GO:0005509,GO:0006508,GO:0007566
Mst1r	9	chr9	107809475	macrophage stimulating 1 receptor	GO:0016301,GO:0016021,GO:0016021,GO:0016020,GO:0016020,GO:0016740,GO:0005886,GO:0000166,GO:0044419,GO:0004872,GO:0005524,GO:0005524,GO:0004713,GO:0004713,GO:0006468,GO:0004714,GO:0004714,GO:0005515,GO:0004672,GO:0007169,GO:0001725
Mstn	1	chr1	53118609	myostatin	GO:0005576,GO:0005615,GO:0005102,GO:0005515,GO:0007179,GO:0005125,GO:0008083,GO:0008083,GO:0040007
Msto1	3	chr3	88713617	misato	GO:0016020,GO:0005741,GO:0005739,GO:0043234,GO:0051258
Msx1	5	chr5	38212496	homeo box, msh-like 1	GO:0043565,GO:0030900,GO:0030900,GO:0030901,GO:0003007,GO:0051789,GO:0006350,GO:0005634,GO:0005634,GO:0045449,GO:0045449,GO:0007275,GO:0003700,GO:0005515,GO:0005515,GO:0030528,GO:0003677,GO:0003677,GO:0016564,GO:0006355,GO:0030326,GO:0007517,GO:0000122,GO:0045892,GO:0007507,GO:0001701,GO:0043066,GO:0008285,GO:0030509,GO:0030509,GO:0045944,GO:0045944
Msx2	13	chr13	53563537	homeo box, msh-like 2	GO:0005634,GO:0005634,GO:0007275,GO:0003677,GO:0003677,GO:0043565,GO:0003700,GO:0030528,GO:0006355,GO:0045449,GO:0007507,GO:0043066,GO:0003007,GO:0008285,GO:0030509,GO:0005515,GO:0005515,GO:0030509,GO:0030326,GO:0051789
Msx3	7	chr7	147233638	homeo box, msh-like 3	GO:0043565,GO:0005634,GO:0006350,GO:0045449,GO:0045449,GO:0007275,GO:0003677,GO:0003677,GO:0003700,GO:0030528,GO:0006355,GO:0000122,GO:0000122,GO:0000122,GO:0000122,GO:0016566,GO:0016566,GO:0006357,GO:0005515,GO:0005515,GO:0035067
Msy2	11	chr11	69754045	Mus musculus Y-box protein MSY2 (Msy2) mRNA, complete cds.	NA
Mt1	8	chr8	96703210	metallothionein 1	GO:0005829,GO:0005764,GO:0005507,GO:0008270,GO:0007263,GO:0006875,GO:0006875,GO:0006882,GO:0046872,GO:0046872,GO:0010273
Mt2	8	chr8	96696747	metallothionein 2	GO:0008270,GO:0046872,GO:0046872,GO:0007263,GO:0006882,GO:0010273
Mt3	8	chr8	96676699	metallothionein 3	GO:0005507,GO:0008270,GO:0008021,GO:0006875,GO:0046872,GO:0050768
