symbol	chr	ucsc_chr	loc_start	fullname	GO
MAP7	6	6	136665365	microtubule-associated protein 7	GO:0000226,GO:0005102,GO:0005198,GO:0005634,GO:0005730,GO:0005737,GO:0005874,GO:0005875,GO:0005886,GO:0006970,GO:0007163,GO:0015630,GO:0016323,GO:0048471,GO:0072659
MAP7D1	1	1	36622018	MAP7 domain containing 1	GO:0005737,GO:0005819,GO:0005856
MAP7D2	X	X	20028920	MAP7 domain containing 2	NA
MAP7D3	X	X	135301588	MAP7 domain containing 3	GO:0005737,GO:0005819,GO:0005856
MAP9	4	4	156268934	microtubule-associated protein 9	GO:0005737,GO:0005819,GO:0005856,GO:0005874,GO:0007049,GO:0007067,GO:0051301
MAPK1	22	22	22123492	mitogen-activated protein kinase 1	GO:0000165,GO:0000166,GO:0000186,GO:0000187,GO:0000189,GO:0001784,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0003677,GO:0004674,GO:0004707,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005625,GO:0005626,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006917,GO:0006935,GO:0006950,GO:0006974,GO:0007049,GO:0007165,GO:0007173,GO:0007264,GO:0007265,GO:0007268,GO:0007268,GO:0007411,GO:0007596,GO:0008063,GO:0008134,GO:0008284,GO:0008286,GO:0008353,GO:0009636,GO:0009887,GO:0016301,GO:0016301,GO:0016301,GO:0016310,GO:0016310,GO:0019233,GO:0019858,GO:0019902,GO:0030168,GO:0030335,GO:0031435,GO:0031663,GO:0032496,GO:0032839,GO:0033267,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0043204,GO:0043234,GO:0043330,GO:0043627,GO:0044419,GO:0045087,GO:0045596,GO:0045727,GO:0048011,GO:0050852,GO:0050853,GO:0051090,GO:0051403,GO:0060716,GO:0070371
MAPK10	4	4	86938380	mitogen-activated protein kinase 10	GO:0000166,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004705,GO:0004705,GO:0004707,GO:0004708,GO:0005515,GO:0005524,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005739,GO:0005829,GO:0005829,GO:0005886,GO:0007165,GO:0007254,GO:0007254,GO:0007258,GO:0007258,GO:0007258,GO:0008063,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0045087,GO:0051090,GO:0051403
MAPK11	22	22	50703376	mitogen-activated protein kinase 11	GO:0000166,GO:0000187,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004674,GO:0004674,GO:0004707,GO:0005515,GO:0005515,GO:0005524,GO:0005625,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0006950,GO:0007165,GO:0007243,GO:0007265,GO:0008063,GO:0016070,GO:0016071,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0042692,GO:0045087,GO:0048011,GO:0051090,GO:0051149,GO:0051403
MAPK12	22	22	50691829	mitogen-activated protein kinase 12	GO:0000166,GO:0000287,GO:0004674,GO:0004674,GO:0004707,GO:0005515,GO:0005515,GO:0005524,GO:0005625,GO:0005654,GO:0005737,GO:0005739,GO:0006975,GO:0007049,GO:0007050,GO:0007165,GO:0007265,GO:0007517,GO:0042692,GO:0045445,GO:0048011,GO:0051149
MAPK13	6	6	36098359	mitogen-activated protein kinase 13	GO:0000166,GO:0004674,GO:0004707,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005625,GO:0006468,GO:0006950,GO:0007049,GO:0007243,GO:0007265,GO:0048011
MAPK14	6	6	35995934	mitogen-activated protein kinase 14	GO:0000166,GO:0000187,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004707,GO:0004708,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0006928,GO:0006935,GO:0006950,GO:0007165,GO:0007166,GO:0007243,GO:0007265,GO:0007596,GO:0008063,GO:0016070,GO:0016071,GO:0030168,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0042692,GO:0042770,GO:0045087,GO:0048011,GO:0051090,GO:0051149,GO:0051403,GO:0071479,GO:0090400,GO:2000379
MAPK15	8	8	144798547	mitogen-activated protein kinase 15	GO:0000166,GO:0001934,GO:0004674,GO:0004707,GO:0005524,GO:0005576,GO:0005622,GO:0005634,GO:0008156,GO:0017124,GO:0031398,GO:0032355,GO:0045732,GO:0046777
MAPK1IP1L	14	14	55528401	mitogen-activated protein kinase 1 interacting protein 1-like	NA
MAPK3	16	16	30128157	mitogen-activated protein kinase 3	GO:0000165,GO:0000165,GO:0000166,GO:0000186,GO:0000187,GO:0001784,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004707,GO:0004707,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006360,GO:0006361,GO:0006361,GO:0006468,GO:0006974,GO:0007049,GO:0007173,GO:0007264,GO:0007265,GO:0007411,GO:0007596,GO:0008063,GO:0008286,GO:0009887,GO:0016301,GO:0016301,GO:0016301,GO:0016310,GO:0019233,GO:0019902,GO:0030168,GO:0031663,GO:0032496,GO:0033129,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0035066,GO:0043330,GO:0044419,GO:0045087,GO:0045944,GO:0048011,GO:0051090,GO:0051216,GO:0051403,GO:0070498,GO:0071260
MAPK4	18	18	48190328	mitogen-activated protein kinase 4	GO:0000166,GO:0004674,GO:0004707,GO:0005524,GO:0007049,GO:0006468
MAPK6	15	15	52338657	mitogen-activated protein kinase 6	GO:0000166,GO:0004674,GO:0004707,GO:0005524,GO:0005737,GO:0007049,GO:0007165,GO:0006468
MAPK7	17	17	19283939	mitogen-activated protein kinase 7	GO:0000166,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004707,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0006915,GO:0007049,GO:0007165,GO:0008063,GO:0018105,GO:0030154,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0045087,GO:0045765,GO:0046777,GO:0048011,GO:0051403,GO:0051534,GO:0070375
MAPK8	10	10	49609703	mitogen-activated protein kinase 8	GO:0005515,GO:0005515,GO:0000166,GO:0001503,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004705,GO:0004705,GO:0004705,GO:0004705,GO:0004707,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006915,GO:0006915,GO:0006915,GO:0006950,GO:0007254,GO:0007254,GO:0007258,GO:0007258,GO:0007258,GO:0007258,GO:0008063,GO:0008624,GO:0008629,GO:0008633,GO:0008633,GO:0008633,GO:0009411,GO:0016301,GO:0016310,GO:0018105,GO:0018105,GO:0018107,GO:0018107,GO:0031063,GO:0031558,GO:0032091,GO:0032880,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0035033,GO:0042826,GO:0043066,GO:0043066,GO:0045087,GO:0046686,GO:0048011,GO:0048011,GO:0051090,GO:0051403,GO:0071260,GO:0090045,GO:2000017
MAPK8IP1	11	11	45907371	mitogen-activated protein kinase 8 interacting protein 1	GO:0004860,GO:0005078,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005624,GO:0005634,GO:0005737,GO:0005829,GO:0005829,GO:0006355,GO:0006916,GO:0006916,GO:0007165,GO:0007258,GO:0008432,GO:0016020,GO:0016192,GO:0019894,GO:0019901,GO:0019901,GO:0030425,GO:0031434,GO:0031435,GO:0043508,GO:0044297,GO:0044302,GO:0045202,GO:0046328,GO:0046329,GO:0048471
MAPK8IP2	22	22	51039247	mitogen-activated protein kinase 8 interacting protein 2	GO:0030295,GO:0030295,GO:0001934,GO:0001934,GO:0000165,GO:0001540,GO:0001662,GO:0005078,GO:0005198,GO:0005737,GO:0007172,GO:0007617,GO:0010469,GO:0014069,GO:0019894,GO:0019901,GO:0032403,GO:0032874,GO:0035176,GO:0043025,GO:0043234,GO:0045768,GO:0046328,GO:0046958,GO:0048813,GO:0051966,GO:0060079
MAPK8IP3	16	16	1756340	mitogen-activated protein kinase 8 interacting protein 3	GO:0000139,GO:0001701,GO:0005078,GO:0005625,GO:0005737,GO:0005790,GO:0005886,GO:0007257,GO:0007411,GO:0007585,GO:0008104,GO:0009791,GO:0010468,GO:0016192,GO:0019894,GO:0019901,GO:0030425,GO:0030673,GO:0030900,GO:0046328,GO:0048286,GO:0060425
MAPK9	5	5	179663383	mitogen-activated protein kinase 9	GO:0005515,GO:0005515,GO:0005515,GO:0000166,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004705,GO:0004705,GO:0004707,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005654,GO:0005654,GO:0005654,GO:0005829,GO:0005829,GO:0006950,GO:0007254,GO:0007254,GO:0007258,GO:0007258,GO:0008063,GO:0010628,GO:0010744,GO:0031558,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0045087,GO:0046686,GO:0051090,GO:0051403
MAPKAP1	9	9	128201165	mitogen-activated protein kinase associated protein 1	GO:0005634,GO:0005829,GO:0005886,GO:0006950,GO:0008150,GO:0016023,GO:0017016,GO:0031295,GO:0031295,GO:0048011,GO:0048015
MAPKAPK2	1	1	206858574	mitogen-activated protein kinase-activated protein kinase 2	GO:0000165,GO:0000166,GO:0000187,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004672,GO:0004674,GO:0004674,GO:0004674,GO:0004674,GO:0004871,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006468,GO:0006692,GO:0007265,GO:0008063,GO:0016070,GO:0016071,GO:0019370,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0042446,GO:0045087,GO:0048011,GO:0048255,GO:0051403
MAPKAPK3	3	3	50654996	mitogen-activated protein kinase-activated protein kinase 3	GO:0000166,GO:0000187,GO:0002224,GO:0002755,GO:0002755,GO:0002756,GO:0002756,GO:0004674,GO:0004708,GO:0005524,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005737,GO:0005829,GO:0005829,GO:0006950,GO:0007165,GO:0007265,GO:0008063,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0045087,GO:0048011,GO:0051403
MAPKAPK5	12	12	112280537	mitogen-activated protein kinase-activated protein kinase 5	GO:0000166,GO:0004674,GO:0004708,GO:0005515,GO:0005524,GO:0005634,GO:0005730,GO:0005737,GO:0006468,GO:0007165
MAPKBP1	15	15	42067473	mitogen-activated protein kinase binding protein 1	GO:0007256
MAPKSP1	4	4	100803150	MAPK scaffold protein 1	NA
MAPRE1	20	20	31413733	microtubule-associated protein, RP/EB family, member 1	GO:0000086,GO:0000087,GO:0000236,GO:0000278,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0005794,GO:0005813,GO:0005819,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005856,GO:0005874,GO:0005881,GO:0008022,GO:0008283,GO:0030981,GO:0031115,GO:0031253,GO:0035372,GO:0042995,GO:0051010,GO:0051010,GO:0051301
MAPRE2	18	18	32650165	microtubule-associated protein, RP/EB family, member 2	GO:0005737,GO:0005874,GO:0007049,GO:0007067,GO:0007165,GO:0008017,GO:0008283,GO:0015630,GO:0051301
MAPRE3	2	2	27245086	microtubule-associated protein, RP/EB family, member 3	GO:0048471,GO:0005881,GO:0005515,GO:0005083,GO:0005515,GO:0005515,GO:0005737,GO:0005737,GO:0005856,GO:0005874,GO:0007049,GO:0007067,GO:0008017,GO:0030496,GO:0045893,GO:0051301
MAPT	17	17	44039703	microtubule-associated protein tau	GO:0005515,GO:0000226,GO:0005200,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005737,GO:0005829,GO:0005856,GO:0005874,GO:0005875,GO:0005886,GO:0006915,GO:0006921,GO:0007026,GO:0008017,GO:0010506,GO:0017124,GO:0017124,GO:0019899,GO:0019899,GO:0019899,GO:0019899,GO:0019899,GO:0019899,GO:0030424,GO:0030426,GO:0031113,GO:0031116,GO:0034187,GO:0034399,GO:0042802,GO:0042995,GO:0045298,GO:0045773,GO:0048699,GO:0071813
MARCH1	4	4	164449899	membrane-associated ring finger (C3HC4) 1	GO:0004842,GO:0004842,GO:0005764,GO:0005765,GO:0005768,GO:0005794,GO:0005886,GO:0008270,GO:0016021,GO:0016874,GO:0030659,GO:0031410,GO:0031901,GO:0031902,GO:0046872
MARCH10	17	17	60779063	membrane-associated ring finger (C3HC4) 10	GO:0008270,GO:0016874,GO:0046872
MARCH11	5	5	16067579	membrane-associated ring finger (C3HC4) 11	GO:0008270,GO:0016020,GO:0016021,GO:0016874,GO:0030659,GO:0031410,GO:0046872
MARCH2	19	19	8486724	membrane-associated ring finger (C3HC4) 2	GO:0004842,GO:0005765,GO:0005768,GO:0005783,GO:0005789,GO:0006897,GO:0010008,GO:0016020,GO:0016021,GO:0016567,GO:0016874,GO:0031410,GO:0046872,GO:0008270
MARCH3	5	5	126206324	membrane-associated ring finger (C3HC4) 3	GO:0005764,GO:0005768,GO:0006897,GO:0016020,GO:0016021,GO:0016874,GO:0030659,GO:0031410,GO:0031901,GO:0046872,GO:0008270
MARCH4	2	2	217124034	membrane-associated ring finger (C3HC4) 4	GO:0000139,GO:0004842,GO:0005794,GO:0005795,GO:0005802,GO:0016020,GO:0016021,GO:0016874,GO:0046872,GO:0008270
MARCH5	10	10	94051251	membrane-associated ring finger (C3HC4) 5	GO:0000209,GO:0004842,GO:0004842,GO:0005515,GO:0005515,GO:0005739,GO:0005741,GO:0005741,GO:0005783,GO:0005789,GO:0007569,GO:0016020,GO:0016021,GO:0016567,GO:0016874,GO:0046872,GO:0051020,GO:0051865,GO:0070585,GO:0090140,GO:0090140,GO:0008270
MARCH6	5	5	10354010	membrane-associated ring finger (C3HC4) 6	GO:0004842,GO:0004842,GO:0005783,GO:0005789,GO:0008270,GO:0016020,GO:0016021,GO:0016567,GO:0016874,GO:0019899,GO:0030176,GO:0031624,GO:0046872,GO:0070936
MARCH7	2	2	160585533	membrane-associated ring finger (C3HC4) 7	GO:0016874,GO:0046872,GO:0008270
MARCH8	10	10	45953686	membrane-associated ring finger (C3HC4) 8	GO:0002495,GO:0004842,GO:0005764,GO:0005765,GO:0005768,GO:0016020,GO:0016021,GO:0016874,GO:0030659,GO:0031410,GO:0031901,GO:0046872,GO:0008270
MARCH9	12	12	58149311	membrane-associated RING-CH protein IX-like	GO:0000139,GO:0005765,GO:0005794,GO:0005795,GO:0005802,GO:0008270,GO:0016020,GO:0016021,GO:0016874,GO:0046872
MARCKS	6	6	114178921	myristoylated alanine-rich protein kinase C substrate	GO:0005080,GO:0005516,GO:0005737,GO:0005737,GO:0005813,GO:0005886,GO:0005938,GO:0006112,GO:0015629,GO:0042585,GO:0050796,GO:0051015
MARCKSL1	1	1	32800197	MARCKS-like 1	GO:0005516,GO:0005886,GO:0008284,GO:0016192
MARCO	2	2	119699876	macrophage receptor with collagenous structure	GO:0002221,GO:0004888,GO:0005581,GO:0005887,GO:0007166,GO:0008329,GO:0016020,GO:0045087,GO:0005044
MARK1	1	1	220702164	MAP/microtubule affinity-regulating kinase 1	GO:0000166,GO:0000226,GO:0000287,GO:0004674,GO:0005524,GO:0005737,GO:0005856,GO:0006468,GO:0007010,GO:0007243,GO:0015630
MARK2	11	11	63662675	MAP/microtubule affinity-regulating kinase 2	GO:0000166,GO:0000287,GO:0004674,GO:0004674,GO:0005515,GO:0005515,GO:0005524,GO:0005886,GO:0006468,GO:0006468,GO:0006979,GO:0007243,GO:0007275,GO:0016020,GO:0030154,GO:0045197
MARK3	14	14	103852366	hypothetical protein	GO:0000166,GO:0004674,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0006468
MARK4	19	19	45754846	MAP/microtubule affinity-regulating kinase 4	GO:0000166,GO:0000226,GO:0001578,GO:0004674,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005813,GO:0005815,GO:0006468,GO:0007399,GO:0008017,GO:0015630,GO:0043005,GO:0043015,GO:0043068,GO:0043130,GO:0050321
MARS	12	12	57881873	methionyl-tRNA synthetase	GO:0000049,GO:0000166,GO:0004825,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005737,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0005829,GO:0006418,GO:0006418,GO:0006431,GO:0010467,GO:0016874
MARS2	2	2	198570129	methionyl-tRNA synthetase 2, mitochondrial	GO:0000166,GO:0004825,GO:0004825,GO:0005524,GO:0005739,GO:0005759,GO:0005759,GO:0006418,GO:0006418,GO:0006431,GO:0010467,GO:0016874,GO:0005737
MARVELD1	10	10	99473465	MARVEL domain containing 1	GO:0005634,GO:0016020,GO:0016021
MARVELD2	5	5	68715212	MARVEL domain containing 2	GO:0005886,GO:0005923,GO:0007605,GO:0016021,GO:0030054
MARVELD3	16	16	71660132	MARVEL domain containing 3	GO:0016020,GO:0016021
MAS1	6	6	160327987	Mas1p	GO:0001595,GO:0001933,GO:0004872,GO:0004930,GO:0004945,GO:0005886,GO:0005887,GO:0007186,GO:0007283,GO:0008283,GO:0008284,GO:0008584,GO:0009653,GO:0009986,GO:0014823,GO:0017046,GO:0021766,GO:0034698,GO:0042277,GO:0042493,GO:0045740,GO:0060732,GO:0070528,GO:0071375
MAS1L	6	6	29454542	MAS1 oncogene-like	GO:0004872,GO:0004930,GO:0005634,GO:0005730,GO:0005737,GO:0005886,GO:0007186,GO:0016021
MASP1	3	3	186937858	mucin-associated surface protein	GO:0045916,GO:0005515,GO:0001867,GO:0001867,GO:0004252,GO:0005509,GO:0005515,GO:0005515,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005615,GO:0006508,GO:0006956,GO:0008233,GO:0008233,GO:0042803,GO:0045087,GO:0048306,GO:0048306,GO:0048306
MASP2	1	1	11086941	mannan-binding lectin serine peptidase 2	GO:0001867,GO:0001867,GO:0001867,GO:0004252,GO:0005509,GO:0005515,GO:0005515,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0006508,GO:0006956,GO:0006958,GO:0008233,GO:0008233,GO:0045087,GO:0048306,GO:0048306
MAST1	19	19	12949386	microtubule associated serine/threonine kinase 1	GO:0000166,GO:0000287,GO:0004674,GO:0005524,GO:0005737,GO:0005856,GO:0005886,GO:0006468,GO:0007010,GO:0007243
MAST2	1	1	46269567	microtubule associated serine/threonine kinase 2	GO:0000166,GO:0000287,GO:0004674,GO:0005515,GO:0005515,GO:0005515,GO:0005524,GO:0005737,GO:0005856,GO:0005886,GO:0006468,GO:0019902,GO:0045075,GO:0048515
MAST3	19	19	18208602	microtubule associated serine/threonine kinase 3	GO:0000166,GO:0000287,GO:0004674,GO:0005515,GO:0005524,GO:0006468
MAST4	5	5	65892483	microtubule associated serine/threonine kinase family member 4	GO:0000166,GO:0000287,GO:0004674,GO:0005524,GO:0005737,GO:0006468
MASTL	10	10	27444355	microtubule associated serine/threonine kinase-like	GO:0000086,GO:0000086,GO:0000166,GO:0004674,GO:0005524,GO:0005634,GO:0005634,GO:0005737,GO:0005813,GO:0005856,GO:0006468,GO:0006974,GO:0007067,GO:0016301,GO:0016310,GO:0032154,GO:0032154,GO:0034048,GO:0051301,GO:0051721,GO:0051726
MAT1A	10	10	82033536	methionine adenosyltransferase I, alpha	GO:0000166,GO:0004478,GO:0005524,GO:0005829,GO:0006520,GO:0006805,GO:0006805,GO:0016740,GO:0032259,GO:0046872,GO:0006556
MAT2A	2	2	85766410	methionine adenosyltransferase II, alpha	GO:0000166,GO:0004478,GO:0005524,GO:0005829,GO:0006556,GO:0006805,GO:0006805,GO:0007623,GO:0009416,GO:0009725,GO:0016740,GO:0032259,GO:0042493,GO:0046872,GO:0051591
MAT2B	5	5	162930400	methionine adenosyltransferase II, beta	GO:0005515,GO:0005622,GO:0005634,GO:0005739,GO:0005829,GO:0006556,GO:0006805,GO:0006805,GO:0008831,GO:0032259,GO:0045226,GO:0048269,GO:0048270
MATK	19	19	3778180	megakaryocyte-associated tyrosine kinase	GO:0000166,GO:0004713,GO:0004715,GO:0005524,GO:0005634,GO:0005730,GO:0005737,GO:0007498,GO:0008283,GO:0008284,GO:0006468
MATN1	1	1	31186428	matrilin 1, cartilage matrix protein	GO:0005201,GO:0005515,GO:0005576,GO:0005578,GO:0006461
MATN2	8	8	98900328	matrilin 2	GO:0003674,GO:0005509,GO:0005576,GO:0005578,GO:0008150,GO:0031012
MATN3	2	2	20192871	matrilin 3	GO:0001501,GO:0005201,GO:0005515,GO:0005576,GO:0005578
MATN4	20	20	43922406	matrilin 4	GO:0005515,GO:0005576
MATR3	5	5	138643104	matrin 3	GO:0000166,GO:0003723,GO:0005198,GO:0005515,GO:0005622,GO:0005634,GO:0005637,GO:0016363,GO:0046872,GO:0008270
MAU2	19	19	19431630	MAU2 chromatid cohesion factor homolog (C. elegans)	GO:0000785,GO:0005515,GO:0005634,GO:0005634,GO:0005654,GO:0007049,GO:0007059,GO:0007067,GO:0032116,GO:0032116,GO:0034088,GO:0034088,GO:0047485,GO:0051301
MAVS	20	20	3835271	mitochondrial antiviral signaling protein	GO:0001934,GO:0002218,GO:0002230,GO:0002230,GO:0004871,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005739,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0005741,GO:0007165,GO:0009615,GO:0016020,GO:0016021,GO:0019901,GO:0032480,GO:0032727,GO:0032727,GO:0032728,GO:0032728,GO:0032728,GO:0032757,GO:0032760,GO:0033160,GO:0042742,GO:0042993,GO:0043123,GO:0044419,GO:0045087,GO:0045087,GO:0045944,GO:0045944,GO:0050700,GO:0050700,GO:0051091,GO:0060340,GO:0071360,GO:0071651,GO:0071660
MAX	14	14	65472921	MYC associated factor X	GO:0003700,GO:0003712,GO:0003713,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005730,GO:0005737,GO:0006355,GO:0006366,GO:0006461,GO:0009267,GO:0010243,GO:0010629,GO:0016605,GO:0030425,GO:0032403,GO:0032868,GO:0042803,GO:0043565,GO:0046982,GO:0048678,GO:0051402,GO:0060041,GO:0071339,GO:0071375
MAZ	16	16	29818022	MYC-associated zinc finger protein (purine-binding transcription factor)	GO:0003677,GO:0003723,GO:0005515,GO:0005515,GO:0005515,GO:0005622,GO:0005634,GO:0006355,GO:0006367,GO:0006369,GO:0008270,GO:0046872
MB	22	22	36003343	myoglobin	GO:0001666,GO:0005344,GO:0006810,GO:0007507,GO:0009725,GO:0019825,GO:0020037,GO:0031444,GO:0042542,GO:0043353,GO:0046872,GO:0050873
MB21D1	6	6	74134856	Mab-21 domain containing 1	NA
MB21D2	3	3	192514605	Mab-21 domain containing 2	NA
MBD1	18	18	47797870	methyl-CpG binding domain protein 1	GO:0003677,GO:0003700,GO:0003714,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005694,GO:0006366,GO:0008270,GO:0008327,GO:0016607,GO:0045892,GO:0046872
MBD2	18	18	51686146	methyl-CpG binding domain protein 2	GO:0000118,GO:0000122,GO:0000792,GO:0003677,GO:0003682,GO:0003696,GO:0003729,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005737,GO:0008327,GO:0008327,GO:0019904,GO:0030177,GO:0035197,GO:0042127,GO:0042711,GO:0043623,GO:0045892,GO:0070742
MBD3	19	19	1578338	methyl-CpG binding domain protein 3	GO:0000122,GO:0000792,GO:0001701,GO:0003677,GO:0003682,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005737,GO:0006346,GO:0006355,GO:0009888,GO:0016573,GO:0016581
MBD3L1	19	19	8953354	methyl-CpG binding domain protein 3-like 1	GO:0005634,GO:0006355
MBD3L2	19	19	7049384	methyl-CpG binding domain protein 3-like 2	NA
MBD3L5	19	19	7030622	methyl-CpG-binding domain protein 3-like 5-like	NA
MBD4	3	3	129150343	methyl-CpG-binding domain 4	GO:0000785,GO:0003677,GO:0003696,GO:0004520,GO:0005515,GO:0005515,GO:0005634,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005654,GO:0005730,GO:0005737,GO:0006281,GO:0006284,GO:0006285,GO:0008630,GO:0009314,GO:0016787,GO:0019104,GO:0019104,GO:0045008,GO:0045008
MBD5	2	2	149216327	methyl-CpG binding domain protein 5	GO:0003677,GO:0003682,GO:0005634,GO:0005694
MBD6	12	12	57918086	methyl-CpG binding domain protein 6	GO:0003677,GO:0003682,GO:0005634,GO:0005694
MBIP	14	14	36768288	MAP3K12 binding inhibitory protein 1	GO:0000173,GO:0004860,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005634,GO:0005671,GO:0005730,GO:0005737,GO:0042802,GO:0043966
MBL1P	10	10	81679934	mannose-binding lectin (protein A) 1, pseudogene	NA
MBL1P1	10	10	81682875	NA	NA
MBL2	10	10	54527896	mannose-binding lectin (protein C) 2, soluble	GO:0001867,GO:0001867,GO:0001867,GO:0005102,GO:0005515,GO:0005529,GO:0005537,GO:0005537,GO:0005576,GO:0005576,GO:0005576,GO:0005576,GO:0005581,GO:0005615,GO:0006953,GO:0006956,GO:0006958,GO:0006979,GO:0008228,GO:0043499,GO:0043621,GO:0044130,GO:0045087,GO:0048306,GO:0048306,GO:0048306,GO:0050766,GO:0050830,GO:0051635,GO:0051873
